feature_id,mean_activation
2083,17.905120372772217
4532,7.7469958662986755
26433,7.552283525466919
23997,6.329892158508301
21125,6.210041761398315
11651,6.169572830200195
16593,6.108968496322632
17211,6.0708128929138185
18013,5.915238380432129
8649,5.863715171813965
8106,5.298784923553467
4357,5.125295639038086
