gpu,feature_key,layer,feature_id,original_cohen_d,safe_stop_effect,risky_stop_effect,risky_bankruptcy_effect,risky_bet_effect
gpu4,L30-16827,30,16827,1.6691269986274417,0.13333333333333333,-0.3333333333333333,-0.13333333333333333,-29.134199134199132
gpu4,L30-27141,30,27141,1.2561584516945863,0.2,0.06666666666666665,-0.13333333333333333,-17.797619047619047
gpu4,L30-18786,30,18786,1.2496176728704729,0.13333333333333333,-0.06666666666666665,-0.033333333333333326,-13.88392857142857
gpu4,L30-20587,30,20587,1.2118762314002478,0.03333333333333333,-0.2666666666666666,0.033333333333333354,-10.45751633986928
gpu4,L30-28221,30,28221,1.1886712489699398,0.0,-0.09999999999999998,-0.033333333333333326,-11.166666666666664
gpu4,L30-2812,30,2812,-1.1449702803419934,0.1,0.0,0.033333333333333326,2.142857142857139
gpu4,L30-25408,30,25408,-1.1352710251154234,0.0,-0.1333333333333333,0.09999999999999998,5.1131221719457045
gpu4,L30-2948,30,2948,1.1247965986234334,0.06666666666666668,-0.1333333333333333,0.06666666666666668,5.357142857142858
gpu4,L30-23955,30,23955,1.064534124888464,0.06666666666666667,0.09999999999999998,-0.23333333333333336,-34.936974789915965
gpu4,L30-14303,30,14303,1.0450336712469472,-0.1,0.09999999999999998,-0.23333333333333334,-29.642857142857142
gpu4,L30-24798,30,24798,-1.043400572953328,0.16666666666666666,0.033333333333333326,-0.1,-12.277777777777779
gpu4,L30-20464,30,20464,1.0381355531290593,0.16666666666666669,-0.2,-0.033333333333333354,-11.785714285714285
gpu4,L30-17352,30,17352,1.0378684056195464,0.23333333333333334,0.10000000000000003,-0.13333333333333333,-16.44736842105263
gpu4,L30-18824,30,18824,-1.022949609554421,0.03333333333333333,-0.06666666666666665,-0.06666666666666665,-9.921568627450984
gpu4,L30-24167,30,24167,1.0144881288835574,0.0,0.09999999999999998,-0.2333333333333333,-22.61111111111111
gpu4,L30-27100,30,27100,1.0113392014958709,0.06666666666666665,-0.06666666666666665,-0.033333333333333326,-8.526785714285715
gpu4,L30-16176,30,16176,1.0111869757822876,0.2,-0.13333333333333336,0.0,-1.9187675070028014
gpu4,L30-15442,30,15442,-1.0089480807485185,0.3333333333333333,0.06666666666666665,0.06666666666666668,1.8205128205128212
gpu4,L30-31063,30,31063,0.9969959509606412,0.16666666666666669,-0.06666666666666665,-0.13333333333333333,-23.564102564102566
gpu4,L30-461,30,461,-0.9958021968055725,0.03333333333333333,0.06666666666666665,-0.19999999999999998,-20.798611111111114
gpu4,L30-27310,30,27310,0.96731963015697,0.16666666666666669,-0.033333333333333326,0.033333333333333326,-6.126373626373624
gpu4,L30-21705,30,21705,0.9625316224061619,0.06666666666666668,-0.3,-0.06666666666666668,-28.789473684210527
gpu4,L30-13896,30,13896,-0.9524169191169887,0.1,-0.033333333333333326,0.09999999999999998,12.407894736842106
gpu4,L30-30363,30,30363,-0.9281899773682273,0.0,0.033333333333333326,-0.06666666666666668,-6.3125
gpu4,L30-26388,30,26388,-0.9269663579769493,0.16666666666666666,-0.19999999999999996,0.0,-5.6875
gpu4,L30-16777,30,16777,0.9261487172651968,0.2,0.16666666666666663,0.0,2.5245098039215677
gpu4,L30-7758,30,7758,0.9142019795419976,0.16666666666666666,-0.033333333333333326,-0.033333333333333326,-10.521978021978022
gpu4,L30-29157,30,29157,0.9037686595647543,0.2,0.033333333333333326,-0.09999999999999999,-19.91818181818182
gpu4,L30-17924,30,17924,-0.9003318186083973,0.09999999999999999,-0.23333333333333328,0.16666666666666666,-2.3263888888888857
gpu4,L30-8350,30,8350,0.8797569963492671,0.06666666666666668,0.1333333333333333,-0.2,-13.293650793650794
gpu4,L30-20161,30,20161,0.8719920300580157,0.03333333333333333,0.06666666666666665,-0.033333333333333326,-8.666666666666668
gpu4,L30-25122,30,25122,0.8688503661444702,0.13333333333333333,-0.19999999999999996,0.13333333333333336,12.222222222222221
gpu4,L30-15877,30,15877,-0.8568703741742699,0.09999999999999999,-0.1333333333333333,0.03333333333333334,2.4786324786324805
gpu4,L30-5516,30,5516,0.8506891269973393,0.09999999999999999,-0.29999999999999993,0.13333333333333333,7.941176470588232
gpu4,L30-27721,30,27721,0.8392003416929964,0.0,-0.09999999999999998,0.09999999999999998,9.722222222222221
gpu4,L30-1422,30,1422,-0.8083315908852033,0.1,0.1333333333333333,0.09999999999999999,12.604166666666668
gpu4,L30-15834,30,15834,0.8049461383750548,0.0,-0.06666666666666665,-0.1,-17.705882352941178
gpu4,L30-2537,30,2537,-0.8044117778891653,0.06666666666666667,0.033333333333333326,-0.16666666666666666,-27.690476190476193
gpu5,L29-1681,29,1681,-0.9510177618862597,0.0,0.06666666666666665,0.0,6.641025641025639
gpu5,L29-8276,29,8276,-0.9497925580003904,-0.03333333333333333,-0.1333333333333333,0.0,-2.9365079365079367
gpu5,L29-2934,29,2934,0.9449372611529766,0.06666666666666667,-0.06666666666666665,0.06666666666666665,9.866071428571427
gpu5,L29-15408,29,15408,-0.9383769204174045,0.0,0.19999999999999996,-0.09999999999999999,-3.472222222222225
gpu5,L29-9208,29,9208,-0.933468325729661,0.0,0.06666666666666665,-0.16666666666666669,-26.307692307692307
gpu5,L29-17381,29,17381,-0.9332483877477548,-0.03333333333333333,0.06666666666666665,0.033333333333333354,14.282051282051281
gpu5,L29-8624,29,8624,0.8978889109258475,-0.06666666666666668,0.033333333333333326,-0.2,-25.643382352941174
gpu5,L29-14562,29,14562,-0.8962861492127986,0.0,0.06666666666666665,0.0,5.470588235294116
gpu5,L29-28288,29,28288,-0.8732305127454952,-0.06666666666666667,-0.2,-0.16666666666666666,-22.857142857142854
gpu5,L29-8249,29,8249,-0.864349247065132,0.0,0.06666666666666665,-0.26666666666666666,-24.13725490196078
gpu5,L29-23656,29,23656,-0.8533048886025696,-0.03333333333333333,-0.10000000000000003,-0.06666666666666665,-14.147058823529413
gpu5,L29-4774,29,4774,-0.8093051314891124,0.03333333333333333,-0.09999999999999998,-0.1333333333333333,-19.591346153846153
gpu5,L31-1287,31,1287,1.0898278559468406,-0.06666666666666667,-0.4,-0.2,-20.714285714285715
gpu5,L31-12321,31,12321,1.0165246240629395,0.0,-0.43333333333333335,-0.26666666666666666,-29.166666666666664
gpu5,L31-21390,31,21390,-0.8081177839806158,0.0,-0.26666666666666666,-0.23333333333333334,-21.666666666666668
