feature,safe_stop_delta,safe_bankruptcy_delta,safe_risky_stop_delta,safe_avg_bet_delta,risky_stop_delta,risky_bankruptcy_delta,risky_risky_stop_delta,risky_avg_bet_delta,classified_as
L25-14829,0.03333333333333333,0.09999999999999998,0.0,15.000000000000004,0.0,-0.10000000000000003,0.03333333333333333,3.5,neutral
L25-14853,-0.06666666666666668,0.2,-0.09999999999999999,18.166666666666664,0.033333333333333326,0.10000000000000003,-0.06666666666666665,8.0,neutral
L25-15043,,0.20000000000000007,-0.11666666666666667,11.666666666666668,,0.13333333333333336,-0.2,12.416666666666668,neutral
L25-15214,0.04166666666666666,-0.016666666666666663,-0.06666666666666665,1.1666666666666679,0.07500000000000001,-0.16666666666666669,-0.06666666666666665,0.25,safe
L25-15297,0.0,0.0,-0.033333333333333326,2.833333333333332,0.1,0.16666666666666669,-0.1,8.166666666666668,neutral
L25-15398,0.06666666666666667,0.06666666666666671,-0.2,6.166666666666664,0.13333333333333336,-0.033333333333333326,-0.2,-4.333333333333336,neutral
L25-15408,0.03333333333333333,-0.1333333333333333,0.03333333333333334,-4.5000000000000036,0.13333333333333333,-0.033333333333333326,0.03333333333333334,9.666666666666664,safe
L25-15514,-0.2,-0.1333333333333333,-0.16666666666666669,1.8333333333333321,-0.13333333333333333,-0.23333333333333334,-0.1,-6.833333333333336,neutral
L25-15691,-0.03333333333333333,-0.1333333333333333,0.0,-5.833333333333336,-0.03333333333333333,-0.4333333333333333,0.0,-21.0,neutral
L25-15747,-0.016666666666666663,-0.050000000000000044,-0.18333333333333332,2.166666666666668,0.016666666666666663,0.0,-0.15,3.25,neutral
L25-15924,0.06666666666666668,0.10000000000000003,-0.06666666666666668,5.333333333333332,0.1,0.03333333333333338,-0.06666666666666668,-1.5,neutral
L25-16028,0.0,0.35862068965517235,0.0,27.936781609195403,0.03333333333333333,0.09195402298850572,0.0,13.603448275862068,neutral
L25-17077,-0.06666666666666665,0.2,-0.1,14.333333333333334,-0.06666666666666665,0.13333333333333336,0.0,16.166666666666664,risky
L25-17084,0.1,0.033333333333333326,0.0,4.666666666666668,0.0,0.1333333333333333,-0.03333333333333334,16.0,neutral
L25-17105,-0.175,-0.08333333333333337,-0.08333333333333333,3.25,-0.07499999999999998,0.08333333333333331,-0.04999999999999999,6.25,risky
L25-17160,-0.033333333333333326,0.033333333333333326,0.0,7.666666666666664,-0.13333333333333333,0.06666666666666665,-0.03333333333333334,7.833333333333332,risky
L25-17437,-0.04999999999999999,0.20000000000000007,-0.06666666666666668,15.166666666666668,0.033333333333333326,-0.08333333333333331,0.0,-2.75,neutral
L25-17446,-0.03333333333333333,0.23333333333333334,0.0,12.833333333333332,-0.03333333333333333,0.06666666666666671,0.0,-6.5,risky
L25-17626,0.06666666666666668,0.10000000000000003,-0.033333333333333326,7.4999999999999964,-0.033333333333333326,0.033333333333333326,-0.033333333333333326,0.6666666666666643,risky
L25-17674,-0.09999999999999999,0.13333333333333336,-0.06666666666666665,12.666666666666664,-0.033333333333333326,-0.033333333333333326,-0.033333333333333326,-3.166666666666668,neutral
L25-17793,-0.2,-0.06666666666666665,-0.13333333333333333,2.166666666666668,-0.23333333333333336,-0.033333333333333326,-0.09999999999999999,7.166666666666668,neutral
L25-17803,0.06666666666666668,0.09999999999999998,-0.13333333333333333,10.0,0.0,0.033333333333333326,-0.13333333333333333,8.333333333333336,neutral
L25-17877,0.06666666666666665,0.0,-0.03333333333333334,0.25,0.13333333333333333,-0.050000000000000044,-0.05,1.5,neutral
L25-17896,-0.033333333333333326,-0.033333333333333326,0.0,-6.333333333333336,-0.2,0.2,-0.09999999999999999,12.499999999999996,risky
L25-17909,0.08333333333333334,0.10000000000000003,-0.06666666666666665,6.5,0.033333333333333326,0.08333333333333331,-0.033333333333333326,10.0,neutral
L25-18209,-0.1,-0.13333333333333336,-0.06666666666666667,-6.5,-0.1,-0.2,0.1,-15.333333333333334,neutral
