feature_id,source_activation,target_activation,attention_weight,pathway_score,activation_change,scenario,balance
3179,15.686573028564453,11.325761795043945,0.006766434758901596,0.18277720126955188,-4.360811233520508,Bankruptcy_90_all_in,90
9478,5.475161075592041,3.007007598876953,0.006766434758901596,0.05739404094979328,-2.468153476715088,Bankruptcy_90_all_in,90
2159,6.576723098754883,0.7865140438079834,0.006766434758901596,0.049822863739472645,-5.790209054946899,Bankruptcy_90_all_in,90
28,7.118018627166748,0.0,0.006766434758901596,0.048163608653370105,-7.118018627166748,Bankruptcy_90_all_in,90
7026,3.7831525802612305,2.686694622039795,0.006766434758901596,0.043777798994431905,-1.0964579582214355,Bankruptcy_90_all_in,90
24124,0.0,5.189470291137695,0.006766434758901596,0.03511421215824129,5.189470291137695,Bankruptcy_90_all_in,90
15105,1.1232491731643677,3.9518003463745117,0.006766434758901596,0.03433999147215472,2.828551173210144,Bankruptcy_90_all_in,90
18596,0.0,5.006793975830078,0.006766434758901596,0.03387814478871576,5.006793975830078,Bankruptcy_90_all_in,90
537,0.0,4.491020202636719,0.006766434758901596,0.030388195202050383,4.491020202636719,Bankruptcy_90_all_in,90
10796,0.38604551553726196,3.7864975929260254,0.006766434758901596,0.0282332407221213,3.4004520773887634,Bankruptcy_90_all_in,90
3179,22.577791213989258,11.34990406036377,0.005061274394392967,0.17171737535285025,-11.227887153625488,Desperate_10,10
24124,8.098931312561035,5.087118148803711,0.005061274394392967,0.06673821450200457,-3.011813163757324,Desperate_10,10
9478,7.864875793457031,2.971712589263916,0.005061274394392967,0.054846947304041826,-4.893163204193115,Desperate_10,10
30265,9.175045013427734,0.0,0.005061274394392967,0.04643742039386467,-9.175045013427734,Desperate_10,10
25498,6.581316947937012,0.0,0.005061274394392967,0.03330985094997807,-6.581316947937012,Desperate_10,10
15105,2.1385059356689453,3.7842886447906494,0.005061274394392967,0.029976888553329584,1.645782709121704,Desperate_10,10
11627,5.4532856941223145,0.4608893394470215,0.005061274394392967,0.029933262661362647,-4.992396354675293,Desperate_10,10
407,5.294510364532471,0.0,0.005061274394392967,0.02679696973885637,-5.294510364532471,Desperate_10,10
8930,5.088199615478516,0.0,0.005061274394392967,0.025752774427381553,-5.088199615478516,Desperate_10,10
18596,0.0,5.021698951721191,0.005061274394392967,0.02541619632069647,5.021698951721191,Desperate_10,10
3179,15.681886672973633,11.471569061279297,0.0035437792539596558,0.09622585310435738,-4.210317611694336,Safe_130_one_win,130
9478,9.791753768920898,4.019122123718262,0.0035437792539596558,0.0489426954673462,-5.772631645202637,Safe_130_one_win,130
7343,9.829363822937012,0.0,0.0035437792539596558,0.03483309559534575,-9.829363822937012,Safe_130_one_win,130
29630,6.30733585357666,0.0,0.0035437792539596558,0.022351805945660885,-6.30733585357666,Safe_130_one_win,130
29526,5.733669281005859,0.0,0.0035437792539596558,0.02031885824709434,-5.733669281005859,Safe_130_one_win,130
18596,0.0,4.791780471801758,0.0035437792539596558,0.01698101222550008,4.791780471801758,Safe_130_one_win,130
17775,4.730536460876465,0.0,0.0035437792539596558,0.01676397697015375,-4.730536460876465,Safe_130_one_win,130
11627,4.067083835601807,0.5302524566650391,0.0035437792539596558,0.016291944976011052,-3.5368313789367676,Safe_130_one_win,130
24124,0.0,4.505178451538086,0.0035437792539596558,0.015965357931946755,4.505178451538086,Safe_130_one_win,130
15105,0.5723435878753662,3.7297422885894775,0.0035437792539596558,0.015245642677768956,3.1573987007141113,Safe_130_one_win,130
3179,13.039007186889648,12.040898323059082,0.0020369719713926315,0.05108706456894119,-0.9981088638305664,Risky_40,40
9478,6.872315406799316,3.2722458839416504,0.0020369719713926315,0.020664187011314006,-3.600069522857666,Risky_40,40
24124,3.7199759483337402,5.198288440704346,0.0020369719713926315,0.018166254593939613,1.4783124923706055,Risky_40,40
8638,7.2298431396484375,0.0,0.0020369719713926315,0.01472698783302917,-7.2298431396484375,Risky_40,40
25498,6.9699554443359375,0.0,0.0020369719713926315,0.01419760388196778,-6.9699554443359375,Risky_40,40
7026,3.712763547897339,3.197476625442505,0.0020369719713926315,0.014075965548684621,-0.515286922454834,Risky_40,40
23097,5.673145294189453,0.0,0.0020369719713926315,0.011556037953901921,-5.673145294189453,Risky_40,40
18596,0.0,5.109436511993408,0.0020369719713926315,0.010407778964540704,5.109436511993408,Risky_40,40
26843,4.634275913238525,0.0,0.0020369719713926315,0.009439890142966867,-4.634275913238525,Risky_40,40
2886,4.5966291427612305,0.0,0.0020369719713926315,0.009363204726691166,-4.5966291427612305,Risky_40,40
3179,13.318229675292969,12.211738586425781,0.0013957377523183823,0.035633140518370965,-1.1064910888671875,Safe_140_near_goal,140
9478,9.709854125976562,3.6307172775268555,0.0013957377523183823,0.018619939145368747,-6.079136848449707,Safe_140_near_goal,140
8638,8.788625717163086,0.0,0.0013957377523183823,0.012266616704440736,-8.788625717163086,Safe_140_near_goal,140
31552,6.9930949211120605,0.0,0.0013957377523183823,0.009760526586942042,-6.9930949211120605,Safe_140_near_goal,140
29630,6.478245735168457,0.0,0.0013957377523183823,0.009041932141370168,-6.478245735168457,Safe_140_near_goal,140
24124,1.2833502292633057,4.913835525512695,0.0013957377523183823,0.008649646116070553,3.6304852962493896,Safe_140_near_goal,140
29526,5.4627885818481445,0.0,0.0013957377523183823,0.007624620256619252,-5.4627885818481445,Safe_140_near_goal,140
17760,5.353826522827148,0.0,0.0013957377523183823,0.007472537797273304,-5.353826522827148,Safe_140_near_goal,140
18596,0.0,5.080874443054199,0.0013957377523183823,0.00709156827496038,5.080874443054199,Safe_140_near_goal,140
