feature_id,source_activation,target_activation,attention_weight,pathway_score,activation_change,scenario,balance
2083,19.209257125854492,9.237370491027832,0.0007843449711799622,0.022311969318330682,-9.97188663482666,Bankruptcy_90_all_in,90
1775,7.951257705688477,0.0,0.0007843449711799622,0.00623652899601268,-7.951257705688477,Bankruptcy_90_all_in,90
16593,4.4991655349731445,3.3147683143615723,0.0007843449711799622,0.006128819719858569,-1.1843972206115723,Bankruptcy_90_all_in,90
26365,0.0,6.24362850189209,0.0007843449711799622,0.0048971586173749415,6.24362850189209,Bankruptcy_90_all_in,90
9180,0.0,5.844545841217041,0.0007843449711799622,0.004584140139389348,5.844545841217041,Bankruptcy_90_all_in,90
29866,5.161037445068359,0.0,0.0007843449711799622,0.004048033766110848,-5.161037445068359,Bankruptcy_90_all_in,90
17211,4.8798747062683105,0.0,0.0007843449711799622,0.0038275051858498443,-4.8798747062683105,Bankruptcy_90_all_in,90
9548,4.7123188972473145,0.0,0.0007843449711799622,0.003696083629652236,-4.7123188972473145,Bankruptcy_90_all_in,90
10204,0.0,4.646561622619629,0.0007843449711799622,0.003644507241979511,4.646561622619629,Bankruptcy_90_all_in,90
18013,4.625551223754883,0.0,0.0007843449711799622,0.0036280278412874623,-4.625551223754883,Bankruptcy_90_all_in,90
2083,15.862313270568848,9.201945304870605,0.0002246573567390442,0.005630870080182149,-6.660367965698242,Desperate_10,10
16593,4.837899208068848,3.1864819526672363,0.0002246573567390442,0.001802736261037552,-1.6514172554016113,Desperate_10,10
21125,7.7625017166137695,0.0,0.0002246573567390442,0.0017439031173367425,-7.7625017166137695,Desperate_10,10
26365,0.0,6.263751029968262,0.0002246573567390442,0.0014071977496641352,6.263751029968262,Desperate_10,10
9180,0.0,5.868307113647461,0.0002246573567390442,0.0013183583646849684,5.868307113647461,Desperate_10,10
23243,5.74531364440918,0.0,0.0002246573567390442,0.0012907269769897312,-5.74531364440918,Desperate_10,10
12663,2.9970998764038086,2.4846887588500977,0.0002246573567390442,0.001231524144998275,-0.5124111175537109,Desperate_10,10
8106,5.127903938293457,0.0,0.0002246573567390442,0.0011520213443887428,-5.127903938293457,Desperate_10,10
23574,4.893181800842285,0.0,0.0002246573567390442,0.001099289289420824,-4.893181800842285,Desperate_10,10
17211,4.730280876159668,0.0,0.0002246573567390442,0.001062692398271281,-4.730280876159668,Desperate_10,10
2083,18.49461555480957,9.851016998291016,0.0010180696845054626,0.028857829190442885,-8.643598556518555,Safe_130_one_win,130
16593,6.4636077880859375,3.952791213989258,0.0010180696845054626,0.01060462004572571,-2.5108165740966797,Safe_130_one_win,130
26365,0.0,6.079702377319336,0.0010180696845054626,0.0061895606811646076,6.079702377319336,Safe_130_one_win,130
9180,0.0,5.926965713500977,0.0010180696845054626,0.0060340641140186335,5.926965713500977,Safe_130_one_win,130
17211,5.9193878173828125,0.0,0.0010180696845054626,0.006026349287708399,-5.9193878173828125,Safe_130_one_win,130
10204,0.0,5.005306720733643,0.0010180696845054626,0.005095751034030371,5.005306720733643,Safe_130_one_win,130
4688,4.98726749420166,0.0,0.0010180696845054626,0.005077385844366233,-4.98726749420166,Safe_130_one_win,130
11651,4.984436988830566,0.0,0.0010180696845054626,0.005074504192656093,-4.984436988830566,Safe_130_one_win,130
14301,0.0,4.434165000915527,0.0010180696845054626,0.004514288963527235,4.434165000915527,Safe_130_one_win,130
4532,4.141263484954834,0.0,0.0010180696845054626,0.004216094809581961,-4.141263484954834,Safe_130_one_win,130
2083,14.1888427734375,9.571159362792969,5.2928924560546875e-05,0.001257591360626975,-4.617683410644531,Risky_40,40
20969,7.837281227111816,0.0,5.2928924560546875e-05,0.00041481886682959157,-7.837281227111816,Risky_40,40
16593,4.139298915863037,3.5485873222351074,5.2928924560546875e-05,0.0004069115507263632,-0.5907115936279297,Risky_40,40
