scenario,balance,balance_to_decision,goal_to_decision,prob_to_decision,total_attention,category
Desperate_10,10,0.0002246573567390442,0.0006525199860334396,0.00042062997817993164,0.0012978073209524155,risky
Very_risky_25,25,0.00022109225392341614,0.0007066968828439713,0.0004899632185697556,0.001417752355337143,risky
Risky_40,40,5.2928924560546875e-05,0.0005569104105234146,0.00038496218621730804,0.0009948015213012695,risky
Bankruptcy_90_all_in,90,0.0007843449711799622,0.0006595924496650696,0.0005243867635726929,0.0019683241844177246,risky
Safe_130_one_win,130,0.0010180696845054626,0.0006293114274740219,0.0010180696845054626,0.002665450796484947,safe
Safe_140_near_goal,140,0.0003484971821308136,0.0006116777658462524,0.0005187820643186569,0.001478957012295723,safe
Goal_achieved_200,200,0.0002107955515384674,0.0002107955515384674,0.0006140042096376419,0.0010355953127145767,safe
