streak,occurrences,continuation_rate,continuation_ci,bet_increase_rate,bet_increase_ci,avg_pct_change,pct_change_ci
2-win,646,0.6749226006191951,0.03612103503469819,0.26625386996904027,0.03408479518351554,41.30839290525835,11.392507425663261
2-loss,3292,0.5847509113001215,0.01683317179536214,0.22083839611178616,0.014170240515058637,41.97181374593993,5.327809266423506
3-win,118,0.559322033898305,0.08957910107376443,0.22033898305084745,0.07478485364216174,24.667070217917672,19.02476591178187
3-loss,1347,0.4825538233110616,0.026685647509993308,0.15219005196733482,0.01918291755417529,29.99036242469362,7.187562467579281
4-win,16,0.625,0.23722022995520428,0.3125,0.2271210786673047,99.64285714285714,123.02075976571325
4-loss,453,0.423841059602649,0.045507149872891575,0.1390728476821192,0.03186481097710554,28.62574021514419,11.449982553821135
